id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
9625,p,7.26,s,t,y,f,x,c,y,5.92,16.87,,,y,,,f,f,,d,a
9626,e,3.32,b,y,n,f,,c,k,6.17,3.0,,,w,,,f,f,,d,w
9627,e,4.33,x,s,n,f,p,,n,5.12,9.77,,,e,,,f,f,,d,u
9628,p,2.99,o,,k,f,f,f,f,3.02,14.64,,g,g,,,f,f,,d,a
9629,e,4.35,x,s,o,f,p,,n,4.35,9.59,,,e,,,f,f,,d,u
9630,p,4.69,x,t,o,f,a,c,n,4.71,6.11,,y,n,,,t,z,,d,w
9631,p,0.62,x,g,o,f,,,y,3.68,0.72,,,w,,,f,f,,d,a
9632,p,7.39,p,g,n,f,e,,w,7.72,13.81,,y,w,u,w,t,p,,d,u
9633,p,5.75,x,s,n,f,s,,n,5.21,6.73,,y,n,,,f,f,,d,u
9634,e,8.18,f,s,u,f,a,c,w,4.78,14.27,,,w,,,f,f,,d,a
9635,e,5.81,x,h,g,f,a,d,n,4.61,4.49,,t,g,,,t,l,,d,u
9636,p,10.03,s,t,p,t,d,c,p,8.32,17.18,,,p,,,t,f,,d,u
9637,p,4.05,x,h,o,f,a,c,n,4.95,6.45,,y,n,,,t,z,,d,w
9638,p,8.22,s,h,n,t,d,,g,4.58,14.34,,t,n,,,f,f,,d,a
9639,e,6.54,x,h,y,t,x,c,y,8.01,15.44,,,w,,,f,f,,d,a
9640,p,6.32,x,t,n,f,s,,g,5.24,6.82,,y,n,,,f,f,,d,w
9641,e,9.82,x,e,l,f,x,c,w,7.16,18.19,,,w,,,f,f,,d,a
9642,p,2.82,s,d,w,f,a,d,p,3.19,2.28,,h,w,,,f,f,,g,a
9643,p,1.59,x,,n,f,,,k,5.03,2.46,,s,n,,,f,f,k,g,a
9644,e,7.06,x,y,n,f,e,c,w,6.08,10.55,,y,n,,,f,f,,d,a
9645,p,2.69,s,d,w,f,a,d,w,3.25,2.41,,h,w,,,f,f,,g,u
9646,e,7.63,x,,n,t,p,,g,11.43,24.0,,y,w,,,f,f,,d,u
9647,e,1.45,f,y,n,f,a,d,p,6.15,2.63,,i,n,,,f,f,,l,a
9648,e,10.39,f,,n,t,,,w,12.13,15.39,b,,w,u,w,t,g,,d,a
9649,p,2.64,b,y,n,f,,c,w,6.03,4.47,s,s,w,,,f,f,,d,a
9650,p,9.33,f,h,r,f,,c,w,11.14,14.42,,,w,u,w,t,g,,d,u
9651,p,8.06,x,e,n,f,a,,n,10.82,14.66,s,,n,,n,f,f,,h,a
9652,p,4.07,x,t,n,f,a,c,n,4.42,6.01,,y,o,,,t,z,,d,w
9653,p,6.59,x,y,y,f,a,,y,9.1,10.22,,y,y,,,t,,,d,a
9654,e,9.44,x,y,n,t,e,,p,9.0,16.35,,y,w,,,t,p,,d,a
9655,p,6.51,b,i,k,f,e,,g,7.78,8.2,,,o,,,f,f,,g,a
9656,e,8.71,x,,g,t,p,,g,11.95,25.03,,y,w,,,f,f,,d,a
9657,p,13.03,f,g,o,f,e,,w,17.3,17.6,s,y,w,u,w,t,g,,d,u
9658,e,8.44,x,t,n,t,p,,y,7.1,17.76,,,n,,w,t,p,,d,u
9659,e,8.23,f,s,u,f,a,c,w,5.19,15.45,,,w,,,f,f,,d,u
9660,e,8.45,x,s,k,f,a,c,w,4.27,14.1,,,w,,,f,f,,d,a
9661,e,11.75,x,t,n,t,p,,y,8.29,23.48,,,n,,,f,f,,d,u
9662,e,3.44,x,y,n,f,a,,w,5.32,3.59,,y,n,,,t,r,,d,a
9663,p,2.79,s,d,w,f,a,d,p,3.57,2.46,,h,w,,,f,f,,g,a
9664,p,7.66,x,i,n,f,a,c,k,8.08,8.71,,i,n,,k,t,z,k,g,a
9665,p,3.04,x,i,k,f,a,,p,3.5,2.43,,,w,,,f,f,p,g,a
9666,p,16.09,x,h,e,f,e,,w,17.26,16.8,s,y,w,u,w,t,p,,d,u
9667,p,3.15,x,k,w,f,s,,p,3.99,3.26,,,n,,,f,f,p,g,a
9668,p,3.28,s,d,w,f,d,d,w,3.79,2.6,,h,w,,,f,f,,g,a
9669,p,5.96,x,,y,f,s,d,y,5.54,10.76,,,y,,,f,f,,d,a
9670,e,12.23,x,w,n,f,p,,w,11.06,52.57,,,n,,,f,f,,d,u
9671,e,2.17,x,d,n,f,p,,y,3.9,8.69,,,n,,,f,f,,d,a
9672,p,5.31,x,,y,f,s,d,y,6.22,13.91,,i,y,,,f,f,,d,a
9673,p,4.39,o,,w,f,f,f,f,5.79,29.0,,g,w,,,t,f,,d,a
9674,e,11.68,x,,n,t,,,w,13.65,21.37,b,,w,u,w,t,g,,d,a
9675,p,1.55,p,t,n,f,a,c,n,6.32,2.3,,t,y,,,t,e,,m,s
9676,e,5.57,x,h,n,f,x,c,w,5.09,5.26,,s,n,,,t,r,,d,u
9677,e,2.89,f,y,n,f,a,d,p,7.03,3.64,,i,n,,,f,f,,h,u
9678,e,3.18,x,h,e,f,a,c,e,4.54,6.64,,,o,,,f,f,,g,a
9679,p,6.58,x,e,e,f,a,,y,10.79,11.06,,,e,,w,t,z,,d,a
9680,p,5.78,b,s,o,f,e,,g,7.42,8.27,,,y,,,f,f,,g,u
9681,e,7.38,f,s,n,f,s,c,w,7.41,10.51,,i,w,,,f,f,,m,u
9682,e,7.63,x,h,n,f,p,,y,8.1,11.25,,,n,,,f,f,,d,a
9683,p,2.83,f,w,o,t,d,c,y,3.44,6.2,,,n,,,f,f,,d,u
9684,p,13.76,x,k,n,t,p,,y,8.82,25.65,c,,y,,,f,f,,d,a
9685,p,4.85,x,,y,f,s,d,y,5.06,10.15,,i,y,,,f,f,,d,a
9686,e,4.66,x,h,n,f,a,d,n,6.43,4.68,,t,w,,,t,l,,d,s
9687,e,7.3,x,y,n,f,e,c,p,4.15,12.69,,,w,,,t,r,,w,a
9688,p,5.18,s,d,o,f,d,c,o,3.11,5.92,,,y,,,f,f,,d,a
9689,p,8.16,s,h,n,t,d,,g,4.62,13.57,,t,r,,,f,f,,d,u
9690,p,2.6,x,g,e,f,a,,w,5.75,2.35,,,w,,,f,f,,d,a
9691,e,3.7,x,t,n,f,d,,o,5.62,6.67,,t,o,,,f,f,,d,a
9692,p,3.62,x,h,l,f,s,c,n,3.94,6.82,,y,w,,,t,e,u,d,u
9693,p,5.39,c,i,y,f,,c,n,6.74,8.11,,,w,,,f,f,,d,u
9694,p,3.2,b,y,n,f,,c,w,6.2,4.54,s,s,w,,,f,f,,d,u
9695,p,7.8,x,w,n,f,s,c,p,4.89,10.4,,,p,,,f,f,,d,a
9696,p,7.87,f,,y,f,x,c,n,6.91,12.41,,,w,,,f,f,,d,u
9697,e,4.04,x,,r,f,a,,r,6.05,7.66,,,l,,,f,f,,l,a
9698,e,8.69,f,s,n,f,s,,p,7.46,18.14,,,w,,,f,f,,d,u
9699,e,2.2,f,y,n,f,d,d,p,6.44,2.56,,i,n,,,f,f,,h,u
9700,e,4.62,x,,w,f,x,c,n,8.07,9.03,b,,n,,w,t,,,d,u
9701,p,2.94,x,y,y,f,a,,w,5.01,3.48,,y,n,,,t,r,,h,a
9702,p,10.99,s,,r,t,d,,o,5.77,13.82,,,w,,,t,f,,d,a
9703,p,2.46,x,g,n,f,a,,w,4.73,2.48,,,w,,,f,f,,d,u
9704,p,5.05,c,i,y,f,,c,r,5.28,6.57,,,w,,,f,f,,d,u
9705,e,9.84,x,y,n,f,,,w,7.42,25.03,b,,n,,w,t,e,,d,a
9706,p,12.0,x,e,e,t,p,,o,9.55,31.93,,,e,,,f,f,,d,a
9707,p,4.38,x,,e,f,,c,w,3.42,11.89,,,y,,,f,f,,d,a
9708,p,9.38,x,,n,f,x,c,w,9.79,11.5,r,i,n,,,f,f,,h,u
9709,e,4.83,x,s,n,f,p,,n,4.72,9.82,,,n,,,f,f,,d,a
9710,e,5.78,b,h,g,f,s,d,g,4.43,10.14,,s,g,,,f,f,,d,a
9711,e,7.77,x,d,y,t,p,,y,5.82,12.9,,,e,,,f,f,,d,u
9712,e,8.52,f,,e,f,x,c,w,7.25,18.04,,s,w,,,f,f,,d,a
9713,p,2.17,c,h,y,f,,,n,8.33,2.86,,,y,,,f,f,,g,u
9714,e,0.91,p,g,g,f,,,g,2.81,1.46,,,w,,,f,f,,d,a
9715,e,6.4,x,,n,f,d,c,w,5.64,8.79,,s,w,,,f,f,,h,u
9716,p,8.41,x,h,r,f,,c,w,10.74,16.29,,,w,u,w,t,p,,d,a
9717,e,10.98,s,t,w,t,d,c,o,4.95,16.63,,,w,,,f,f,,d,u
9718,e,9.09,s,t,o,t,d,c,o,5.58,17.06,,,w,,,f,f,,d,a
9719,e,6.69,s,l,w,f,d,,p,4.27,12.3,,,w,,,f,f,,d,u
9720,e,8.74,x,s,u,f,a,c,w,4.21,15.94,,,w,,,f,f,,d,a
9721,p,4.73,f,k,y,f,p,,n,3.89,5.93,,k,n,,,t,f,,d,u
9722,e,6.58,x,h,y,t,x,c,y,8.25,14.49,,,w,,,f,f,,d,a
9723,p,0.52,f,,o,f,d,,o,3.85,0.95,,,y,,,f,f,w,g,u
9724,p,2.1,f,i,l,f,a,,p,4.87,2.82,,,w,,,f,f,p,g,u
9725,p,3.49,x,i,e,f,,,e,4.48,5.34,,,e,,,f,f,n,d,a
9726,p,5.52,s,,e,t,d,c,w,7.24,6.92,,,n,,,f,f,,d,a
9727,p,3.88,f,y,e,f,e,c,w,4.34,3.47,,k,w,,,t,e,,d,a
9728,p,5.95,b,i,k,f,e,,y,7.17,8.1,,,o,,,f,f,,d,a
9729,p,5.19,x,,w,f,,c,w,3.61,13.0,,,y,,,f,f,,d,a
9730,p,8.18,x,y,w,t,,,p,8.74,14.43,s,,w,,,t,l,,g,a
9731,p,7.07,f,y,e,f,s,c,y,7.56,17.17,,y,e,,,f,f,,d,a
9732,e,14.19,s,e,g,f,d,c,w,8.28,24.89,s,,w,,,f,f,,l,w
9733,e,7.12,f,t,n,f,s,,n,9.77,13.22,,i,o,,,f,f,,d,a
9734,p,2.76,f,s,o,f,d,,y,3.38,6.09,,,o,,,f,f,,m,a
9735,e,6.05,s,l,w,f,d,,p,3.39,8.87,,,w,,,f,f,,g,u
9736,e,5.08,x,y,n,f,e,c,n,4.45,11.62,,,w,,,t,l,,w,a
9737,p,3.04,f,w,o,t,d,c,y,3.25,5.59,,,n,,,f,f,,d,u
9738,p,2.64,x,t,n,f,s,c,w,4.77,6.73,,,w,,,t,z,,d,a
9739,p,8.37,f,,w,f,x,c,w,9.9,10.8,r,i,w,,,f,f,,h,a
9740,p,0.81,f,,o,f,d,,o,3.82,0.85,,,y,,,f,f,w,g,a
9741,e,6.93,f,,y,f,a,c,w,6.57,16.33,,,g,,,f,f,,d,u
9742,p,1.12,x,g,w,f,a,d,w,3.34,1.72,,,e,,,f,f,,d,a
9743,e,3.45,x,t,n,f,d,,o,5.63,6.56,,t,w,,,f,f,,d,a
9744,e,5.22,s,l,w,f,d,,w,3.3,8.81,,,w,,,f,f,,d,a
9745,e,6.89,x,t,y,t,x,c,y,7.83,16.16,,,w,,,f,f,,d,u
9746,p,8.92,o,,n,f,f,f,f,3.62,25.87,,g,n,,,f,f,,d,s
9747,p,17.12,x,s,k,f,p,,y,4.85,35.18,,,n,,,f,f,,d,w
9748,e,2.92,x,h,p,f,a,c,e,4.31,6.09,,,o,,,f,f,,m,u
9749,p,6.63,f,d,n,f,a,c,y,6.2,7.0,,i,n,,,t,,,d,a
9750,p,7.57,x,h,e,f,x,d,w,5.43,17.0,b,,w,,,f,f,,d,a
9751,e,6.94,x,,y,f,e,,w,6.35,12.3,b,,y,u,w,t,g,,d,u
9752,p,8.82,s,,r,t,d,,o,4.99,13.03,,,w,,,t,f,,d,u
9753,e,7.64,x,t,y,t,x,c,y,7.88,16.04,,,w,,,f,f,,d,a
9754,p,3.49,f,,w,f,x,c,p,8.5,4.07,,,p,,,f,f,,d,u
9755,e,9.68,x,t,n,t,p,,y,8.16,17.97,,,n,,w,t,p,,d,a
9756,e,1.46,x,w,g,f,,d,k,5.08,2.58,,,w,,,f,f,,g,a
9757,p,5.56,f,,n,f,d,c,w,5.58,9.46,b,,n,,,f,f,,l,a
9758,e,4.51,o,,g,f,f,f,f,4.84,18.37,,,n,,,f,f,,l,s
9759,p,0.84,b,t,y,f,,c,g,3.17,2.41,,,n,,,t,f,,m,u
9760,p,4.13,b,y,n,f,,c,g,6.89,4.5,s,s,w,,,f,f,,d,a
9761,p,5.86,x,d,e,t,d,c,n,7.02,8.46,,,e,,,f,f,,d,a
9762,p,2.05,p,t,n,f,a,c,g,7.95,2.66,,t,y,,,t,e,,m,u
9763,p,2.65,x,g,e,f,a,,p,8.44,2.66,,,w,,,f,f,,d,u
9764,e,0.88,p,g,w,f,,,g,2.77,1.33,,,w,,,f,f,,d,s
9765,e,8.42,x,e,l,f,x,c,w,5.84,15.25,,,w,,,f,f,,d,u
9766,p,3.97,b,s,y,f,e,,y,6.2,8.21,,,o,,,f,f,,m,u
9767,p,13.3,f,t,g,t,d,c,b,5.05,26.75,,,n,,,f,f,,g,u
9768,e,7.18,f,s,w,f,e,c,k,4.56,12.43,,,w,,w,t,e,,g,w
9769,e,8.5,x,d,n,t,p,,y,8.74,16.93,,,y,,,f,f,,d,a
9770,p,4.03,b,t,n,f,,,n,10.8,6.9,,,w,,,t,,k,g,w
9771,e,10.93,s,t,p,t,d,c,o,6.07,16.6,,,w,,,f,f,,d,a
9772,p,7.0,s,d,n,t,d,c,n,7.86,10.28,,,n,,,f,f,,d,a
9773,p,7.48,o,t,y,f,,c,y,1.59,14.62,,,y,,,f,f,,d,u
9774,e,9.91,x,y,n,f,,,w,6.38,25.69,b,,n,,w,t,e,,d,w
9775,p,9.74,x,,n,t,x,,n,8.5,19.6,s,,u,,u,f,f,,d,u
9776,p,8.42,f,y,e,f,s,c,y,7.41,17.43,,y,y,,,f,f,,d,a
9777,e,3.12,s,,n,f,f,f,f,5.41,5.72,,,o,,,f,f,,d,a
9778,p,5.64,x,,y,f,s,d,y,5.84,11.99,,i,y,,,f,f,,d,u
9779,e,8.46,x,y,n,f,,,w,5.73,23.27,b,,n,,w,t,e,,d,a
9780,e,9.36,f,e,b,f,,c,b,4.68,17.77,,,w,,,t,f,,d,a
9781,p,2.3,c,h,y,f,,,n,8.31,3.43,,,y,,,f,f,,g,u
9782,p,8.01,x,w,p,f,s,c,p,4.78,10.11,,,p,,,f,f,,d,w
9783,p,2.67,f,y,n,f,a,c,u,4.43,4.47,,s,u,,,f,f,,l,a
9784,e,11.28,f,s,w,t,e,,w,9.9,18.18,s,,w,,,t,l,,m,u
9785,p,8.96,x,e,n,f,a,,n,11.07,15.16,s,,n,,e,f,f,,d,a
9786,p,2.67,s,w,n,t,d,c,y,3.0,5.1,,,n,,,f,f,,d,u
9787,p,0.98,b,t,y,f,,c,g,3.13,2.35,,,n,,,t,f,,m,u
9788,e,7.22,f,s,w,f,e,c,n,5.61,13.39,,,w,,w,t,e,,m,u
9789,e,8.24,x,,p,f,x,c,w,7.0,18.65,,s,w,,,f,f,,d,u
9790,p,1.34,b,h,n,f,a,,n,4.36,1.27,,t,n,,,f,f,,h,u
9791,e,6.21,c,h,n,f,e,,w,12.61,12.58,,s,n,u,w,f,f,,d,a
9792,e,7.55,x,h,y,t,x,c,y,7.34,13.94,,,w,,,f,f,,d,u
9793,e,11.34,s,,w,t,d,c,w,6.22,25.88,,,w,,,f,f,,d,u
9794,p,12.14,x,e,y,t,p,,o,9.55,30.4,,,u,,,f,f,,d,u
9795,p,2.92,o,,g,f,f,f,f,3.14,14.69,,g,n,,,f,f,,d,u
9796,p,1.5,b,t,n,f,,c,g,5.08,1.75,,,g,,,f,f,,d,a
9797,e,7.41,x,t,y,t,x,c,y,7.8,14.95,,,w,,,f,f,,d,u
9798,p,4.49,x,h,n,f,a,c,n,5.65,6.43,,y,o,,,t,z,,d,w
9799,p,3.1,b,d,y,f,a,,y,5.12,6.69,,t,y,,,f,f,,g,u
9800,p,2.74,b,,k,f,a,,k,8.25,2.42,,,g,,w,f,f,k,g,u
9801,e,7.35,x,,y,f,e,,w,6.09,12.98,b,,y,u,w,t,g,,d,a
9802,p,7.94,p,y,n,f,,,k,13.97,16.58,,,w,,,f,f,,d,a
9803,p,1.18,x,g,y,f,d,d,n,1.75,2.37,,s,n,,,f,f,,g,u
9804,e,4.4,o,l,n,f,f,f,f,6.1,38.21,,,n,,,f,f,g,d,a
9805,p,3.21,x,y,y,f,a,,w,5.42,3.6,,y,y,,,t,r,,h,u
9806,p,8.72,s,t,p,t,d,c,p,7.58,14.56,,,p,,,t,f,,d,a
9807,p,2.06,b,,g,f,a,,g,5.1,1.99,,s,n,,,f,f,,d,a
9808,e,3.77,s,d,g,t,d,c,p,4.54,5.3,,,n,,,f,f,,d,u
9809,p,5.09,f,d,o,f,d,c,y,2.9,5.93,,,y,,,f,f,,h,u
9810,e,5.62,x,,g,t,x,,g,10.26,23.12,,y,w,,,f,f,,d,u
9811,p,12.17,x,t,n,f,p,,w,10.14,33.63,,,w,,,f,f,,d,a
9812,e,2.56,x,k,n,f,p,,y,3.61,9.19,,,n,,,f,f,,d,a
9813,e,20.56,f,t,k,f,a,d,k,5.36,22.86,,,w,,,f,f,w,d,u
9814,p,4.44,x,t,o,f,a,c,y,6.27,7.63,,g,o,,,f,f,,g,u
9815,p,6.37,x,y,w,t,,,n,10.75,13.62,s,,w,,,t,l,,g,u
9816,p,13.84,s,t,n,t,d,c,w,6.24,27.25,,,r,,,f,f,,d,a
9817,p,2.82,s,d,w,f,d,d,w,4.25,2.69,,h,w,,,f,f,,g,a
9818,e,4.33,o,l,n,f,f,f,f,5.74,29.34,,,n,,,f,f,g,d,u
9819,e,8.3,x,h,y,f,p,,y,7.39,15.74,,,y,,y,t,,,d,u
9820,e,5.88,x,h,n,f,x,c,w,6.28,6.34,,s,n,,,t,r,,d,w
9821,e,2.44,s,y,n,f,a,d,p,6.3,3.44,,i,n,,,f,f,,h,u
9822,p,4.63,c,i,y,f,,c,n,5.85,6.68,,,w,,,f,f,,d,u
9823,p,4.41,x,s,y,f,,c,r,6.73,6.43,,,y,u,w,t,z,r,d,s
9824,e,9.0,p,i,n,t,e,,p,8.53,16.75,,y,w,,,t,l,,l,a
9825,p,0.65,x,g,o,f,,,y,3.31,0.65,,,y,,,f,f,,d,a
9826,p,0.88,x,g,w,f,a,d,w,2.94,1.31,,,e,,,f,f,,d,u
9827,e,6.74,c,,g,f,f,f,f,6.17,20.98,,,n,,,f,f,,d,s
9828,p,2.73,x,g,e,f,a,,p,7.32,2.72,,,n,,,f,f,,d,u
9829,p,6.76,x,w,p,f,s,c,p,4.19,9.87,,,p,,,f,f,,d,w
9830,e,21.34,f,s,n,f,a,d,y,7.07,23.79,,,w,,,f,f,w,d,w
9831,p,3.14,x,k,w,f,s,,p,3.97,2.97,,,n,,,f,f,p,g,u
9832,p,2.36,b,g,y,f,,c,n,6.5,3.45,,,n,,,f,f,,m,a
9833,e,6.91,s,,n,f,d,c,w,5.48,8.18,,s,w,,,f,f,,h,a
9834,e,5.9,c,t,n,f,e,,w,12.03,13.55,,s,n,u,w,f,f,,d,a
9835,e,2.97,x,s,o,f,d,d,w,3.12,4.53,,,w,,,f,f,,m,a
9836,p,12.59,s,,o,t,d,,o,5.14,12.62,,,w,,,t,f,,d,a
9837,e,7.43,x,,p,f,x,c,w,6.28,13.2,,s,w,,,f,f,,d,u
9838,e,3.05,x,s,w,f,d,d,w,3.1,5.41,,,w,,,f,f,,m,a
9839,p,6.72,s,d,e,t,d,c,n,6.67,9.02,,,e,,,f,f,,d,a
9840,e,8.16,x,,e,f,x,c,w,7.85,16.74,,s,w,,,f,f,,d,a
9841,p,2.85,b,y,n,f,,c,w,5.85,4.62,s,s,w,,,f,f,,d,u
9842,e,9.37,f,s,u,f,a,c,w,4.44,16.4,,,w,,,f,f,,d,a
9843,p,9.92,f,t,n,t,d,c,n,5.08,13.31,,,n,,,f,f,,d,u
9844,p,0.91,b,t,y,f,,c,k,3.48,2.53,,,n,,,t,f,,g,a
9845,p,0.75,x,g,e,f,a,,n,3.48,0.7,,h,k,,,f,f,,d,a
9846,p,4.04,b,t,n,f,x,c,p,6.15,4.39,,i,n,,,f,f,,m,a
9847,e,11.63,x,s,r,f,x,,n,7.61,25.58,,,p,,,f,f,,d,a
9848,e,3.82,o,,g,f,f,f,f,3.91,17.09,,,n,,,f,f,,d,s
9849,p,8.09,o,,e,f,f,f,f,3.64,25.0,,g,n,,,f,f,,d,s
9850,p,3.68,f,y,p,f,e,c,n,4.88,3.62,,k,w,,,t,e,,m,u
9851,p,3.5,f,w,u,f,a,c,g,4.99,5.49,,s,u,,,f,f,,l,u
9852,p,12.26,x,h,n,f,s,,p,7.7,17.6,,i,n,,,f,f,,d,u
9853,p,10.21,o,,e,f,f,f,f,2.72,24.11,,g,n,,,f,f,,d,u
9854,e,8.1,x,,g,f,a,,w,7.05,14.81,,,w,,,f,f,,g,u
9855,p,2.32,x,i,l,f,a,,p,2.81,2.6,,,w,,,f,f,p,g,a
9856,p,12.42,x,e,y,t,p,,o,10.41,29.61,,,e,,,f,f,,d,u
9857,p,4.31,b,w,u,f,a,c,g,6.66,6.85,,s,u,,,f,f,,l,a
9858,e,11.29,f,,g,f,d,c,y,2.5,13.21,,,w,,,f,f,,d,w
9859,p,1.61,x,,n,f,,,k,4.99,2.58,,s,n,,,f,f,k,g,u
9860,p,6.46,x,,g,f,d,c,w,5.72,10.32,b,,n,,,f,f,,d,w
9861,p,4.18,s,w,o,f,d,c,n,3.48,6.7,,,n,,,f,f,,d,u
9862,e,6.51,x,,n,f,x,c,w,6.74,15.51,,s,w,,,f,f,,d,a
9863,p,6.68,b,i,o,f,e,,k,7.03,8.87,,,n,,,f,f,,g,a
9864,e,2.09,s,y,n,f,d,d,p,6.63,3.77,,i,n,,,f,f,,l,a
9865,p,3.52,x,y,n,f,a,,w,5.08,3.5,,y,y,,,t,r,,g,u
9866,e,7.93,x,,g,t,p,,g,8.65,20.96,,y,w,,,f,f,,d,u
9867,p,7.76,x,g,n,f,e,,w,8.12,14.16,,y,w,u,w,t,p,,d,a
9868,e,5.69,f,h,g,f,s,d,w,4.64,9.94,,s,g,,,f,f,,d,u
9869,e,7.52,x,s,k,f,a,c,w,4.61,12.88,,,w,,,f,f,,d,a
9870,e,9.11,f,e,b,f,,c,b,4.69,19.27,,,w,,,t,f,,d,a
9871,p,2.66,f,w,n,t,d,c,n,3.44,5.82,,,n,,,f,f,,d,u
9872,p,7.67,x,s,k,f,e,,y,6.41,8.67,,,k,,,f,f,,m,a
9873,p,6.42,f,,n,f,d,c,y,5.32,9.63,b,,n,,,f,f,,l,w
9874,p,2.38,p,t,n,f,a,c,n,7.84,2.56,,t,y,,,t,e,,m,s
9875,e,12.36,f,,g,f,d,c,y,2.32,14.92,,,w,,,f,f,,d,w
9876,p,0.71,x,g,p,f,a,,p,3.69,0.89,,h,k,,,f,f,,d,a
9877,e,4.7,x,s,n,f,p,,n,5.28,11.77,,,n,,,f,f,,d,a
9878,e,3.84,x,,r,f,d,,r,5.65,6.41,,,r,,,f,f,,l,a
9879,p,0.62,x,g,y,f,,,y,3.36,0.72,,,y,,,f,f,,d,a
9880,e,10.68,f,s,n,f,d,d,w,9.29,13.92,,i,n,,,t,,w,d,a
9881,e,2.88,b,y,n,f,,c,p,7.23,3.42,,,w,,,f,f,,d,a
9882,e,9.19,x,h,n,f,p,d,y,7.19,12.9,,s,n,,,f,f,,h,u
9883,p,2.88,f,y,e,f,e,c,w,4.24,3.59,,k,w,,,t,e,,m,u
9884,e,3.64,f,s,w,f,d,d,w,3.76,6.79,,,w,,,f,f,,g,a
9885,e,7.38,s,,n,f,d,c,w,5.54,8.12,,s,w,,,f,f,,h,u
9886,p,15.17,x,g,o,f,e,,w,17.77,18.03,s,y,w,u,w,t,g,,d,w
9887,p,11.61,x,s,n,t,p,,o,9.04,29.44,c,,y,,,f,f,,d,u
9888,p,6.84,x,t,n,f,s,,n,5.06,6.83,,y,n,,,f,f,,d,w
9889,e,5.12,x,h,y,t,x,c,y,7.91,14.13,,,w,,,f,f,,d,a
9890,e,10.92,s,t,p,t,d,c,o,6.0,17.7,,,w,,,f,f,,d,u
9891,e,15.33,x,s,n,f,a,d,y,6.63,22.16,,,w,,,f,f,w,d,w
9892,e,2.01,f,y,n,f,d,d,p,6.54,3.72,,i,n,,,f,f,,h,u
9893,p,7.09,p,y,n,f,,,p,17.42,17.99,,,w,,,f,f,,d,u
9894,p,5.82,x,s,n,f,s,,n,5.35,7.04,,y,n,,,f,f,,d,w
9895,p,4.2,f,d,n,f,x,c,y,3.46,2.74,b,i,n,,,f,f,,d,a
9896,p,7.42,b,t,w,f,e,c,w,12.31,13.11,,y,w,u,w,t,l,,d,a
9897,e,3.39,x,h,o,f,a,c,e,4.66,6.23,,,e,,,f,f,,g,a
9898,e,9.62,s,,n,f,s,c,u,7.69,20.46,,,u,,,f,f,,d,w
9899,p,4.19,x,t,y,f,a,c,y,6.07,7.78,,g,o,,,f,f,,g,u
9900,p,3.9,b,t,n,f,x,c,p,5.95,4.36,,i,n,,,f,f,,g,u
9901,p,4.84,x,t,n,f,s,c,p,5.4,12.42,,,w,,n,t,z,,d,u
9902,p,9.16,o,k,r,f,,c,n,1.61,16.98,,,n,,,f,f,,d,a
9903,p,3.93,f,t,n,f,x,c,p,5.3,3.51,,i,n,,,f,f,,d,u
9904,e,12.19,x,s,r,f,x,,n,7.4,19.79,,,p,,,f,f,,d,u
9905,p,4.05,x,t,n,f,a,c,n,5.93,7.03,,y,n,,,t,z,,d,u
9906,e,7.06,x,s,u,f,a,c,w,4.93,16.86,,,w,,,f,f,,d,u
9907,p,2.64,x,s,o,f,d,c,y,2.88,6.06,,,y,,,f,f,,m,u
9908,p,1.96,c,,u,f,a,c,n,3.01,3.35,,i,u,,,f,f,,d,u
9909,p,3.15,o,,k,f,f,f,f,3.82,15.93,,g,n,,,f,f,,d,a
9910,e,0.88,c,g,e,t,a,,w,4.78,0.96,,,n,,,f,f,,d,a
9911,p,8.82,x,,n,f,x,c,w,9.41,9.69,r,i,w,,,f,f,,h,a
9912,e,9.4,x,y,y,f,,,w,7.03,25.55,b,,n,,w,t,e,,d,w
9913,e,1.43,x,h,n,f,d,,w,6.11,1.85,,t,y,,,f,f,,h,u
9914,p,3.98,f,l,n,f,x,d,y,7.21,4.8,,,n,,,f,f,,d,a
9915,e,7.18,x,,g,f,s,c,g,5.1,17.86,b,,u,,,f,f,,d,a
9916,e,3.79,b,y,n,f,,c,k,6.9,3.34,,,w,,,f,f,,d,w
9917,p,8.74,b,t,w,f,e,c,w,13.79,14.21,,y,w,u,w,t,e,,d,u
9918,p,4.6,x,i,e,f,,,e,5.91,7.33,,,e,,,f,f,n,d,a
9919,e,5.73,s,,n,f,d,c,w,5.01,7.89,,s,w,,,f,f,,l,a
9920,e,3.81,b,g,w,f,x,d,w,6.36,2.91,,,y,,,f,f,,g,a
9921,p,5.66,f,,n,f,d,c,w,5.88,10.09,b,,n,,,f,f,,d,a
9922,e,7.79,x,,n,f,x,c,w,7.14,13.06,,s,w,,,f,f,,d,a
9923,e,4.45,f,,w,f,x,c,g,6.05,3.76,,,w,,,f,f,,d,a
9924,e,6.96,x,l,w,f,d,,w,3.37,8.21,,,w,,,f,f,,d,a
9925,p,4.65,s,k,y,f,p,,n,2.82,4.46,,k,n,,,t,f,,d,a
9926,e,6.02,s,,n,f,d,c,w,4.81,8.04,,s,w,,,f,f,,d,a
